SKU,name,description,price,meta_description,meta_keywords,tax_category_id,shipping_category_id,count_on_hand,product_properties,taxons,blendable_taxon_ids,images
"TFVNN-0008","Orange Colada Loose Leaf Tea","<h3>Description</h3> <p>pineapple, apple, hibiscus blossoms, rose hip peel, orange peel, coconut chips, freeze-dried sour cherry, flavoring.  UniqTeas Orange Colada Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>pineapple, apple, hibiscus blossoms, rose hip peel, orange peel, coconut chips, freeze-dried sour cherry, flavoring.</p>","17.8","Select Orange Colada Loose Leaf Tea and other pineapple, orange, colada fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Orange Colada Loose Leaf Tea,pineapple, orange, colada","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:4|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TFVNN-0009","Pear Cinnamon Loose Leaf Tea","<h3>Description</h3> <p>apple pieces, hibiscus blossoms, rose hip peel, pineapple cubes, cinnamon pieces, flavoring, sunflower blossoms  UniqTeas Pear Cinnamon Loose Leaf Tea is a wonderful fruit tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>apple pieces, hibiscus blossoms, rose hip peel, pineapple cubes, cinnamon pieces, flavoring, sunflower blossoms</p>","13.5","Select Pear Cinnamon Loose Leaf Tea and other apple, pear, cinnamon fruit teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Fruit Tea,Pear Cinnamon Loose Leaf Tea,apple, pear, cinnamon","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:0|Woody:0|Aroma:3|Spicy:2|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Fruit Tea","",""
"TGJON-0001","Bancha Loose Leaf Tea","<h3>Description</h3> <p>This fine-grade, surprisingly aromatic bancha has a light golden color, and a slightly vegetal, sweetish aroma   UniqTeas Bancha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Bancha tea.</p>","18.75","Select Bancha Loose Leaf Tea and other japanese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Bancha Loose Leaf Tea,japanese","698318840","727197546","20000","","Categories>Japan","",""
"TGCON-0002","Cherry Sakura Loose Leaf Tea","<h3>Description</h3> <p>Fresh Sencha green tea flavored with ripe summer cherries produce a candied cherry aroma with juicy texture and slightly dry finish.  Perfectly balanced.  A Japanese favorite tea.  UniqTeas Cherry Sakura Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Sencha, safflowers, and cherry fruit and cherry flavor .</p>","23.25","Select Cherry Sakura Loose Leaf Tea and other Cherry, Sencha green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Cherry Sakura Loose Leaf Tea,Cherry, Sencha","698318840","727197546","20000","Sweetness:3|Fruity:3|Nutty:0|Vegetal:3|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Green Tea","",""
"TGCNN-0003","Chinese Sencha Loose Leaf Tea","<h3>Description</h3> <p>This high-quality, vitalizing Sencha has a pleasantly vegetal aroma and a smooth aftertaste.  It has a rich and brothy texture that rounds out nicely on your palate.  Perfect for green tea lovers.  UniqTeas Chinese Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese sencha.</p>","16.5","Select Chinese Sencha Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Chinese Sencha Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGCON-0004","Citrus Green Loose Leaf Tea","<h3>Description</h3> <p>A mild but sweet green tea, you’ll taste the tang of orange, the zing of ginger, and the sweetness of peaches.  Add to that the fragrance of safflower and you have a healthy green tea with an abundance of flavor.  UniqTeas Citrus Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea with orange peel, ginger, peaches, and safflower.</p>","15.75","Select Citrus Green Loose Leaf Tea and other Orange, Ginger, Peach green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Citrus Green Loose Leaf Tea,Orange, Ginger, Peach","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Green Tea","",""
"TGJNN-0005","Genmai-cha Loose Leaf Tea","<h3>Description</h3> <p>A popular japanese tea made from the twigs of the tea bush. upon harvesting, the twigs are roasted four times, turning them nut-brown in color. when infused they yield a mild cup with a nutty/woody aroma. kukicha is low in caffeine and reputed to have relaxing properties   UniqTeas Genmai-cha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>bancha green tea, popped corn and toasted hulled rice kernels. </p>","18.75","Select Genmai-cha Loose Leaf Tea and other genmaicha green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Genmai-cha Loose Leaf Tea,genmaicha","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:2|Vegetal:2|Woody:0|Aroma:2|Spicy:0|Floral: 0|Strength:3","Categories>Japan","",""
"TGVNN-0006","Green Chai Loose Leaf Tea","<h3>Description</h3> <p>If you like Chai and you like green tea, well, meet this great Kashmiri Green Chai tea.  Cinnamon chips, almonds, cloves, crushed green cardamom, and cardamom seeds with almond produce a unique but lovely Chai.  Great with honey or agave.  UniqTeas Green Chai Loose Leaf Tea is a wonderful green tea, chai tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea, cinnamon chips, almonds, cloves, crushed green cardamom, and cardamom seeds with almond and cinnamon flavor </p>","17.25","Select Green Chai Loose Leaf Tea and other chai green tea, chai teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea, Chai Tea,Green Chai Loose Leaf Tea,chai","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Green Tea|Categories>Chai Tea","",""
"TGJNN-0007","Green Kukicha Loose Leaf Tea","<h3>Description</h3> <p>Kukicha. A collection of green tea twigs. Kukicha is known as twig tea.    UniqTeas Green Kukicha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>A collection of green tea twigs. </p>","20.25","Select Green Kukicha Loose Leaf Tea and other kukicha green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Green Kukicha Loose Leaf Tea,kukicha","698318840","727197546","20000","","Categories>Japan","",""
"TGVNN-0008","Green Mango Tango Loose Leaf Tea","<h3>Description</h3> <p>Juicy ripened mango flavor, lemons, and citrus, all fused with a fine Pan fired green tea send this great tea right to your tummy with lots of yummy.  UniqTeas Green Mango Tango Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, marigolds, lemon peel, mango bits, safflowers, mango and citrus flavor </p>","18.75","Select Green Mango Tango Loose Leaf Tea and other mango Tea green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Green Mango Tango Loose Leaf Tea,mango Tea","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Green Tea","",""
"TGCON-0010","Jasmine Loose Leaf Tea","<h3>Description</h3> <p>A light refreshing cup of tea with a slightly roasted profile, notes of silky sweetness, and the delicate infusion of jasmine flowers.  UniqTeas Jasmine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>100%  Chinese Jasmine</p>","12.75","Select Jasmine Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Jasmine Loose Leaf Tea,chinese","698318840","727197546","20000","Sweetness:2|Fruity:0|Nutty:0|Vegetal:3|Woody:0|Aroma:4|Spicy:0|Floral: 4|Strength:3","Categories>China>Green Tea","",""
"TGCON-0011","Jasmine Pearls Loose Leaf Tea","<h3>Description</h3> <p>Only the youngest leaf tips are scented eight to ten times with jasmine blossoms and hand-rolled into pellets. when infused, the pellets slowly unfold, releasing a delicate, slightly sweet and floral flavor   UniqTeas Jasmine Pearls Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese jasmine tea pearls.</p>","39","Select Jasmine Pearls Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Jasmine Pearls Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGJON-0012","Kukicha Roasted Loose Leaf Tea","<h3>Description</h3> <p>A popular japanese tea made from the twigs of the tea bush. upon harvesting, the twigs are roasted four times, turning them nut-brown in color. when infused they yield a mild cup with a nutty/woody aroma. kukicha is low in caffeine and reputed to have relaxing properties   UniqTeas Kukicha Roasted Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Roasted tea twigs and stems. </p>","30.75","Select Kukicha Roasted Loose Leaf Tea and other kukicha green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Kukicha Roasted Loose Leaf Tea,kukicha","698318840","727197546","20000","","Categories>Japan","",""
"TGVNN-0013","Lemongrass Sencha Loose Leaf Tea","<h3>Description</h3> <p>The addition of lemongrass to this perennial Asian favorite makes for an interesting brew. the bright flavor of sencha is balanced with a hint of citrus, making this tea perfect for dining or any time you need to wake up your palate   UniqTeas Lemongrass Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, lemongrass, safflowers, peach pieces, peach and lemon flavoring </p>","18.75","Select Lemongrass Sencha Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Lemongrass Sencha Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Green Tea","",""
"TGJNN-0014","Matcha Loose Leaf Tea","<h3>Description</h3> <p>Powdered green tea from Japan.  It's like drinking 10 cups of green tea.  So healthy.  UniqTeas Matcha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese matcha.</p>","69","Select Matcha Loose Leaf Tea and other japanese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Matcha Loose Leaf Tea,japanese","698318840","727197546","20000","","Categories>Japan","",""
"TGJNN-0014A","Matcha 1 oz. Tin","<h3>Description</h3> <p>Powdered green tea from Japan in 1 oz tin.  UniqTeas Matcha 1 oz. Tin is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese matcha.</p>","8.1","Select Matcha 1 oz. Tin and other japanese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Matcha 1 oz. Tin,japanese","698318840","727197546","20000","","Categories>Japan","",""
"TGJNN-0014B","Matcha 2 oz. Tin","<h3>Description</h3> <p>Powdered green tea from Japan in 2 oz tin.  UniqTeas Matcha 2 oz. Tin is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese matcha.</p>","12.35","Select Matcha 2 oz. Tin and other japanese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Matcha 2 oz. Tin,japanese","698318840","727197546","20000","","Categories>Japan","",""
"TGCON-0015","Mintea Loose Leaf Tea","<h3>Description</h3> <p>A choice green tea sprinkled with Moroccan peppermint that leaves your mouth with that fresh cool feeling only mint can give.  Makes a delightful iced tea too.  UniqTeas Mintea Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea with peppermint leaves.</p>","12.75","Select Mintea Loose Leaf Tea and other Mint green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Mintea Loose Leaf Tea,Mint","698318840","727197546","20000","Sweetness:2|Fruity:0|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Green Tea","",""
"TGVNN-0016","Moroccan Jasmine Mint Loose Leaf Tea","<h3>Description</h3> <p>If you're a fan of classic Moroccan mint tea, the unique and delightful addition of jasmine will make you wonder where this tea has been all your life.  The marriage of mint and jasmine seem to be destined to remain an all time favorite.  UniqTeas Moroccan Jasmine Mint Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Jasmine tea with peppermint leaves.</p>","15.4","Select Moroccan Jasmine Mint Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Moroccan Jasmine Mint Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Green Tea","",""
"TGCON-0017","Gunpowder Loose Leaf Tea","<h3>Description</h3> <p>Each tea leaf is singly hand-rolled into tiny, tight pellets, gently cracking the membranes inside the tea leaf. when infused, there is a near instant release of the tea's liquor. the infusion is light, aromatic, and complex with a flowery undertone   UniqTeas Gunpowder Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese organic gunpowder tea.</p>","9.75","Select Gunpowder Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Gunpowder Loose Leaf Tea,chinese","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:0|Vegetal:4|Woody:0|Aroma:1|Spicy:0|Floral: 0|Strength:null","Categories>China>Green Tea","",""
"TGCON-0018","Jasmine Green Loose Leaf Tea","<h3>Description</h3> <p>A wonderful, light and flowery green tea.  Infused with fragrant jasmine this green is delicate and does not over-steep.    UniqTeas Jasmine Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Organic chinese jasmine tea.</p>","19.5","Select Jasmine Green Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Jasmine Green Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGCON-0019","Precious Eyebrow Loose Leaf Tea","<h3>Description</h3> <p>This high-grade chun mee (or ""precious eyebrow"") has a distinct plum-like essence. smooth and sweet.  Once steeped,it delivers a mild, smooth plumminess to the cup.  An approachable, easy tea that is ideal as a daily treat.  UniqTeas Precious Eyebrow Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Organic chinese green tea.</p>","10.5","Select Precious Eyebrow Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Precious Eyebrow Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGVNN-0020","Mean Green Tangerine Loose Leaf Tea","<h3>Description</h3> <p>Sweet and warming citrus aroma, with a clean and softly juicy flavor. A playful combination of Pan fired sencha tea with marigolds, safflowers, orange peel, and tangerine orange flavor.    UniqTeas Mean Green Tangerine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, marigolds, safflowers, and orange peel with tangerine orange flavor </p>","13.5","Select Mean Green Tangerine Loose Leaf Tea and other tangerine green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Mean Green Tangerine Loose Leaf Tea,tangerine","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Green Tea","",""
"TGCNN-0021","Temple of Heaven Gunpowder Loose Leaf Tea","<h3>Description</h3> <p>Tightly rolled even leaf style. Strong cup character   UniqTeas Temple of Heaven Gunpowder Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese gunpowder tea.</p>","9.75","Select Temple of Heaven Gunpowder Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Temple of Heaven Gunpowder Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGVNN-0022","Mango Passion Fruit Green Loose Leaf Tea","<h3>Description</h3> <p>Sencha and green Assam with heavenly mango, passion fruit,  blended with cornflower, safflower, marigolds, and blue mallow blossoms  UniqTeas Mango Passion Fruit Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Pan fired green tea, safflowers, marigolds, blue mallow flowers, and cornflowers with mango and passion fruit flavor </p>","20.25","Select Mango Passion Fruit Green Loose Leaf Tea and other mango passionfruit green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Mango Passion Fruit Green Loose Leaf Tea,mango passionfruit","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Green Tea","",""
"TGCON-0023","Vienna Green Loose Leaf Tea","<h3>Description</h3> <p>Almonds, Orange and Caramel, Oh! My! Almonds, Orange and Caramel, Oh My. When you take your first sip you might end up somewhere over the rainbow. Japanese Bancha combined with creamy caramel praline candy.   UniqTeas Vienna Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Green tea with Orange, Caramel, Almond</p>","18.7","Select Vienna Green Loose Leaf Tea and other Orange, Caramel, Almond green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Vienna Green Loose Leaf Tea,Orange, Caramel, Almond","698318840","727197546","20000","","Categories>Flavored Tea> Flavored Green Tea","",""
"TGCNN-0024","White Monkey King Loose Leaf Tea","<h3>Description</h3> <p>Young leaves and an unopened bud are gathered and processed by hand, resulting in a tea that appears intricately woven with large and beautiful white tips. this tea produces a very light, clear liquor with a sweet scent and delicate, fresh taste   UniqTeas White Monkey King Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese green tea.</p>","29.25","Select White Monkey King Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,White Monkey King Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGJON-0025","Sencha Loose Leaf Tea","<h3>Description</h3> <p>The gold standard in Japanese tea.  Hand picked in the spring (the first flush) to draw out the crisp clean flavor.  With notes of steamed greens and abundant in antioxidants, this green tea is a daily favorite.  UniqTeas Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>100% Japanese Sencha</p>","18.75","Select Sencha Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Sencha Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>Japan","",""
"TGCON-0026","Young Hyson Loose Leaf Tea","<h3>Description</h3> <p>A prized green tea from China harvested before the rains come to retain it’s full-bodied, spring-like flavor.  It produces a golden shaded tea.  UniqTeas Young Hyson Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>100% Chinese Young Hyson</p>","9","Select Young Hyson Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Young Hyson Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGCNN-0027","Strawberry Orchid Loose Leaf Tea","<h3>Description</h3> <p>A blend of fresh, crisp green tea from china with sweetly tart red strawberry flavor. Very candy-like aroma, delicately tangy and jammy strawberry flavor. Clean finish and rounded texture.   UniqTeas Strawberry Orchid Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chinese sencha, chinese orchid, freeze-dried strawberry, freeze-dried black currants, freeze-dried raspberries, freeze-dried sour cherry, and flavoring.</p>","22.9","Select Strawberry Orchid Loose Leaf Tea and other orchid, strawberry, currant, raspberry green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Strawberry Orchid Loose Leaf Tea,orchid, strawberry, currant, raspberry","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Green Tea","",""
"TGJNN-0028","Yuzu Berry Sencha Loose Leaf Tea","<h3>Description</h3> <p>Sencha green tea with safflowers and natural yuzu berry flavor. This is a really nice blend.  Yuzu Berry is a type of Asian citrus, looks like a smaller, more shriveled version of a grapefruit.  The flavor is a cross between a grapefruit and a mandarin orange.  UniqTeas Yuzu Berry Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Japanese Tea with yuzu berry flavor.</p>","16.5","Select Yuzu Berry Sencha Loose Leaf Tea and other Yuzu green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Yuzu Berry Sencha Loose Leaf Tea,Yuzu","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Green Tea","",""
"TGJNN-0029","Acai Raspberry Green Loose Leaf Tea","<h3>Description</h3> <p>Sencha green tea safflowers with natural acai berry & raspberry flavors.   UniqTeas Acai Raspberry Green Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Sencha green tea safflowers with natural acai berry & raspberry flavors.</p>","16.5","Select Acai Raspberry Green Loose Leaf Tea and other Acai, Raspberry green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Acai Raspberry Green Loose Leaf Tea,Acai, Raspberry","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Green Tea","",""
"TGVNN-0030","Maple Walnut Sencha Loose Leaf Tea","<h3>Description</h3> <p>Sencha green tea with the exceptional taste of sweet viscous maple syrup and crunchy walnuts.   UniqTeas Maple Walnut Sencha Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Sencha green tea,walnuts, brittle pieces(sugar, hazelnuts, sugar), almond, natural flavoring.</p>","18.7","Select Maple Walnut Sencha Loose Leaf Tea and other Maple, Walnut, Almond, Hazelnut,Sencha green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Maple Walnut Sencha Loose Leaf Tea,Maple, Walnut, Almond, Hazelnut,Sencha","698318840","727197546","20000","Sweetness:4|Fruity:3|Nutty:0|Vegetal:2|Woody:0|Aroma:3|Spicy:0|Floral: 0|Strength:3","Categories>Flavored Tea> Flavored Green Tea","",""
"TGCNN-0031","Monkey King Jasmine Loose Leaf Tea","<h3>Description</h3> <p>A wonderful sweet jasmine tea.   UniqTeas Monkey King Jasmine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Jasmine tea.</p>","17.25","Select Monkey King Jasmine Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Monkey King Jasmine Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"TGCNN-0032","Monkey King Jasmine Loose Leaf Tea","<h3>Description</h3> <p>One of the finest lung ching teas produced during the peak harvesting periods.  UniqTeas Monkey King Jasmine Loose Leaf Tea is a wonderful green tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Jasmine tea.</p>","17.25","Select Monkey King Jasmine Loose Leaf Tea and other chinese green teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Green Tea,Monkey King Jasmine Loose Leaf Tea,chinese","698318840","727197546","20000","","Categories>China>Green Tea","",""
"THVNN-0001","Chamomile Loose Leaf Tea","<h3>Description</h3> <p>The finest chamomile with the most flavorful flower heads   UniqTeas Chamomile Loose Leaf Tea is a wonderful herbal tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Chamomile flowers.</p>","18.75","Select Chamomile Loose Leaf Tea and other flower herbal teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Herbal Tea,Chamomile Loose Leaf Tea,flower","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:0|Vegetal:0|Woody:2|Aroma:0|Spicy:0|Floral: 2|Strength:2","Categories>Flavored Tea> Flavored Herbal Tea","",""
"THCNN-0002","Chrysanthemum Tea Loose Leaf Tea","<h3>Description</h3> <p>Large, white chrysanthemum flowers infuse to make a light, delicately scented tea, with a slight smoky undertone.   UniqTeas Chrysanthemum Tea Loose Leaf Tea is a wonderful herbal tea.  UniqTeas.com is a great place to shop for tea and buy tea and tea accessories.</p><h3>Ingredients</h3> <p>Royal Chrysanthemum Flowers </p>","24.75","Select Chrysanthemum Tea Loose Leaf Tea and other flower herbal teas at UniqTeas.com for all of your loose tea, tea sachet, tea bag and tea accessory needs.","Herbal Tea,Chrysanthemum Tea Loose Leaf Tea,flower","698318840","727197546","20000","Sweetness:0|Fruity:0|Nutty:0|Vegetal:0|Woody:1|Aroma:1|Spicy:0|Floral: 1|Strength:null","Categories>Flavored Tea> Flavored Herbal Tea","",""
